제목,가사,가수,발매일,좋아요수,장르
님이여,"님이여 님이시여
기여이 가시나요
뒷산에 접동새가
여태도록 우는데
가시면 떠나시면
어쩌라 어쩌라고
아니되오 못 가오
나를 두고 못 가오
이 사람 다 주기 전에
살아가는 오늘 또 내일이
님의 향기 뿐인데
님이여 님이시여
차라리 죽으려오
님이 없는 세상은
온통 암흑천지요
내 사모하는 님이여
아 내 님이여",황민호,2022.12.30,618,성인가요/트로트
어느날 문득,"어느 날 문득 돌아다보니
지나온 모든 게 다 아픔이네요
날 위해 모든 걸 다 버려야는데
아직도 내 마음 둘 곳을 몰라요
오늘도 가슴엔 바람이 부네요
마음엔 나도 모를 설움이 가득
어디로 갈까요 어떻게 할까요
아직도 내가 날 모르나봐요
언제쯤 웃으며 날 볼 수 있을까
언제쯤 모든 걸 다
내려놓을 수 있을까
그땐 왜 그랬을까 그땐 왜 몰랐을까
사랑에 이별이 숨어있는지
어느 날 문득 생각해 보니
내가 없으면 세상이 없듯이
날 위해 이제는 다 비워야는데
아직도 내가 날 모르나봐요
언제쯤 웃으며 날 볼 수 있을까
언제쯤 모든 걸 다
내려놓을 수 있을까
그땐 왜 그랬을까 그땐 왜 몰랐을까
사랑에 이별이 숨어있는지
어느 날 문득 생각해 보니
내가 없으면 세상이 없듯이
날 위해 이제는 다 비워야는데
아직도 내가 날 모르나봐요
아직도 내가 날 모르나봐요",임영웅,2020.10.16,"30,949",성인가요/트로트
그 강을 건너지마오,"가지마오 가지를 마오
그강을 건너지마오
가려거든 가시려거든
이 언약 가져가시오
검은머리 파뿌리되는 날까지
지켜준다고
내손잡고 눈물로 맺은
언약을 잊지마시오
강물에 떠내려가는
마지막 꽃잎일새라
이손을 놓치못하오
님이여 움켜쥐시오
가지마오 가지를 마오
그강을 건너지마오
가려거든 가시려거든
이 언약 가져가시오
강물에 떠내려가는
마지막 꽃잎일새라
이손을 놓치못하오
님이여 움켜쥐시오
가지마오 가지를 마오
그강을 건너지마오
가려거든 가시려거든
이 언약 가져가시오
이 언약 가져가시오",양지은,2021.02.26,"9,433",성인가요/트로트
진짜 사나이,"나처럼 잘생긴 남자 봤나요
커피 한잔할까요
잠깐 여기 와봐 베니스로
매일이 주인공이죠
로맨스 일품 매너 일등
사계절이 꽃향기 나지
좀 더 가까이 와 볼래요
마법 좀 걸게요
나는야 사나이 사나이 바로 나야
하늘도 저 별도 다 내 거
당신께 줄게 Hey
모두 다 줄게 Hey
난 진짜 사나이
옷도 완벽하게 잘 입는 나야
고급 진 남자 맞죠?
자꾸 딴 데 보면 나 화나요
당신은 내 여자니까
말솜씨 일품 센스 일등
별에서 본 풍경일 거야
알잖아 세상 남자 모아봐
나만 한 놈 있나
나는야 사나이 사나이 바로 나야
하늘도 저 별도 다 내 거
당신께 줄게 Hey
모두 다 줄게 Hey
난 진짜 사나이
딱 봐도 인기 남이잖아
다시없을 기회잖아
빨리 날 잡을 생각하세요
대기번호 너무 많아요
나는야 사나이 사나이 바로 나야
하늘도 저 별도 다 내 거
당신께 줄게 Hey
모두 다 줄게 Hey
난 진짜 사나이
당신은 그대로 꼼짝 마 체포한다
이 남자의 맘 훔친 죄로
구속합니다 Hey
동의합니까 Hey
날 믿고 따라와
난 진짜 사나이",정동원,2022.12.01,"4,133",성인가요/트로트
엄마아리랑,"엄마아리랑 아리랑
아리아리랑 아라리요
아들딸아 잘되거라
밤낮으로 기도한다
엄마 아리랑
사랑하는 내 아가야
보고싶다 우리 아가
천년만년 지지 않는 꽃이 피는구나
아 리 랑 아 리 랑
사랑 음 사랑 음 엄마 아리랑
아리아리랑 아라리요
쓰리쓰리랑 아라리요
우리 엄마 사랑은
아리랑 엄마 아리랑
엄마아리랑 아리랑
아리아리랑 아라리요
우리 엄마 무병장수
정성으로 기원하오
엄마 아리랑
사랑하는 내 어머니
보고싶소 울 어머니
서산마루 해가 지고 달이 뜨는구나
아 리 랑 아 리 랑
사랑 음 사랑 음 엄마아리랑
아리아리랑 아라리요
쓰리쓰리랑 아라리요
우리 엄마 사랑은 아리랑
엄마 아리랑
아 리 랑 아 리 랑
사랑 음 사랑 음
엄마 엄마
우리 어머니 아 리 랑
에야디야 에헤라디야디야
에야디야 에헤라디야디야
에야디야 에헤라디야디야
엄마 아리랑",송가인,2019.11.04,"16,792",성인가요/트로트
물망초,"나를 잊지 말아요
꿈에서라도 그대
내 곁으로 올 순 없나요
같은 하늘 아래에
다시 볼 수 없어도
그대 나를 잊지 말아요
시린 바람이 불어오면
더욱 생각나는 사람
언제나 내 곁을 지켜주던
따스한 사람
정말로 사랑했는데 난
우리 참 행복했는데
그런 그대가 날 떠나요
이제 난 어떻게 하죠
나를 잊지 말아요
꿈에서라도 그대
내 곁으로 올 순 없나요
같은 하늘 아래에
다시 볼 수 없어도
그대 나를 잊지 말아요
정말로 사랑했는데 난
우리 참 행복했는데
어디서든 행복하세요
부탁 하나만 할게요
나를 잊지 말아요
꿈에서라도 그대
내 곁으로 올 순 없나요
같은 하늘 아래에
다시 볼 수 없어도
그대 나를 잊지 말아요
너무 보고 싶은데
너무 보고 싶은데
눈물로 하루를 보내요
같은 하늘 아래에
다시 볼 수 없어도
그댄 나를 잊지 말아요
그댈 많이 사랑했어요",정동원,2021.11.17,"7,757",성인가요/트로트
무심세월,"무심한 세월아 냉정한 세월아
너는 어찌 그리도 빠르니
너 따라 가려니 이젠 힘이 들구나
우리 잠시 쉬었다가자
얄궂은 세월아 변덕쟁이 세월아
나 어릴 땐 그리도 늦더니
숨 가쁜 한 세상 앞만 보고 왔는데
어서 따라 오라는 세월
나는 쉬엄쉬엄 쉬며 갈 테다
허리 한번 쭉 펴고
좋은 사람들과 놀다 갈 테니
제발 나 좀 두고 가거라
함께 온 세월아 오랜 친구 세월아
우리 잠시 헤어졌다가
이다음 천천히 만났으면 좋겠다
너 혼자만 먼저 가거라
나는 쉬엄쉬엄 쉬며 갈 테다
허리 한번 쭉 펴고
좋은 사람들과 놀다 갈 테니
제발 나 좀 두고 가거라
함께 온 세월아 오랜 친구 세월아
우리 잠시 헤어졌다가
이다음 천천히 만났으면 좋겠다
너 혼자만 먼저 가거라
너 혼자만 먼저 가거라",진욱,2023.01.27,396,성인가요/트로트
내 마음속 최고,"누가 뭐라 해도 최고 최고
내 마음속에 최고
세상만사 다 제쳐두고
어디든 부르면 달려갈 거야
이 세상에 하나뿐인 그대
내 마음속에 저장
언제나 그댄 내 마음속 최고야
좋은 날 제일 먼저 생각나는 사람
맛있는 거 먹을 때 떠오르는 그 사람
만약에 그대가 없었더라면
난 어떻게 살았을까
그대가 있어서 참 다행이야
온 세상이 그대 향기로 가득 차고
나도 따라 덩실덩실 춤을 추고
언제나 그대는 영원한 기쁨이야
지금도 난 그댈 생각해
누가 뭐라 해도 최고 최고
내 마음속에 최고
세상만사 다 제쳐두고
어디든 부르면 달려갈 거야
이 세상에 하나뿐인 그대
내 마음속에 저장
언제나 그댄 내 마음속 최고야
눈 뜨면 제일 먼저 생각나는 사람
내 눈앞에 없으면 걱정되는 한 사람
언제나 내 곁에 있어 준다면
난 뭐든지 할 수 있어
그대가 있어서 참 고마워요
온 세상이 그대 향기로 가득 차고
나도 따라 덩실덩실 춤을 추고
언제나 그대는 영원한 기쁨이야
지금도 난 그댈 생각해
누가 뭐라 해도 최고 최고
내 마음속에 최고
세상만사 다 제쳐두고
어디든 부르면 달려갈 거야
이 세상에 하나뿐인 그대
내 마음속에 저장
언제나 그댄 내 마음속 최고야
누가 뭐라 해도 최고 최고
내 마음속에 최고
세상만사 다 제쳐두고
어디든 부르면 달려갈 거야
이 세상에 하나뿐인 그대
내 마음속에 저장
언제나 그댄 내 마음속 최고야
언제나 그댄 내 마음속 최고야",정동원,2021.05.05,"11,146",성인가요/트로트
사랑의 트위스트,"학창 시절에 함께 추었던
잊지 못할 샹하이 트위스트
나팔바지에 빵집을 누비던
추억 속의 사랑의 트위스트
샹하이 샹하이 샹하이 트위스트 추면서
난생처음 그녀를 알았고
샹하이 샹하이 샹하이 트위스트 추면서
온 동네를 주름잡았던
사랑했던 모든 사람들 음
잊지 못할 추억의 트위스트
샹하이 샹하이 샹하이 트위스트 추면서
난생처음 그녀를 알았고
샹하이 샹하이 샹하이 트위스트 추면서
그녀에게 빠져버렸던
터질것만 같은 이 가슴
잊지 못할 사랑의 트위스트
잊지 못할 사랑의 트위스트",박지현,2023.02.10,427,성인가요/트로트
공,"살다보면 알게 돼 일러주진 않아도
너나 나나 모두 다 어리석다는 것을
살다보면 알게 돼 알면 웃음이 나지
우리 모두 얼마나 바보처럼 사는지
잠시 왔다가는 인생
잠시 머물다 갈 세상
백년도 힘든것을 천년을 살것처럼
살다보면 알게 돼 버린다는 의미를
내가 가진 것들이 모두 부질 없단 것을
띠리 띠리띠리리리 띠 띠리띠 띠리
띠리 띠리띠리리리 띠 리띠리 띠디디
살다보면 알게 돼 알고싶지 않아도
너나 나나 모두 다 미련하다는 것을
살다보면 알게 돼 알면 이미 늦어도
그런대로 살만한 세상이라는 것을
잠시 스쳐가는 청춘 훌쩍 가버린 세월
백년도 힘든 것을 천년을 살것 처럼
살다보면 알게 돼 비운다는 의미를
내가 가진 것들이
모두 꿈이였다는 것을
모두 꿈이였다는 것을
띠리 띠리띠리리 띠 띠리리리리
띠리 띠리띠리띠리
띠리리 리리리리리",나훈아,2018.02.05,"6,033",성인가요/트로트
역쩐인생:가난한 남자,"돈 없다고 무시하지 마
사람일 아무도 몰라
돈 있다고 으시대지 마
뒤통수 맞을지 몰라
세상만사 다 그래도
나 만큼 이라도
그렇게 살지 말자
돈은 있다가도 없고
없다가도 있고
돌고 도는 인생
신나게 가즈아
힘차게 가즈아
한 번뿐인 인생
별거 없는 거야
맘껏 펼쳐봐
다 함께 웃자
더 크게 웃자
오늘도 가겠지만
내일이 오겠지만
역전 인생 기다려라
난 가난한 남자
아니 행복한 남자
돈 없다고 주눅 들지 마
실팬 성공의 어머니
돈 있다고 잘난 체 마라
내일은 아무도 몰라
세상만사 다 그래도
나 만큼 이라도
그렇게 살지 말자
돈은 있다가도 없고
없다가도 있고
돌고 도는 인생
신나게 가즈아
힘차게 가즈아
한 번뿐인 인생
별거 없는 거야
맘껏 펼쳐봐
다 함께 웃자
더 크게 웃자
오늘도 가겠지만
내일이 오겠지만
역전 인생 기다려라
난 가난한 남자
아니 행복한 남자
난난난난나난 난 정말 가난한 남자
아니아니 행복한 남자
난 가난한 남자",장민호,2020.03.13,"12,999",성인가요/트로트
잘생기면 다 오빠,"웃어요 날 보며 웃어요
좋아요 기분이 좋아요
잘생기면 다 오빠
오빠 오빠야
나이가 뭐 중요한가요
그대만 행복하면 돼요
멋있으면 다 오빠 오빠
하루 중에 몇 번이나 웃고 사나요
하늘 한 번 올려다볼 틈도 없지요
웃어야지 복이 온대요
Ha! Ha! Ha! Ha! 따라 해봐요
찡그린 얼굴 활짝 펴봐요
난 그대의 연예인 그대의 스타
그댈 위해 노래할 거야
웃어요 날 보며 웃어요
좋아요 기분이 좋아요
잘생기면 다 오빠
오빠 오빠야
나이가 뭐 중요한가요
그대만 행복하면 돼요
멋있으면 다 오빠 오빠
다 오빠야
하루 종일 정신없이 바쁘다가도
천근만근 몸도 맘도 무겁다가도
피로가 싹 날아갈 거야
La! La! La! La! 콧노랠 불러
내 얼굴 보면 절로 힘이 나
난 그대의 비타민, 해피 바이러스
그댈 위해 노래할 거야
웃어요 날 보며 웃어요
좋아요 기분이 좋아요
잘생기면 다 오빠
오빠 오빠야
나이가 뭐 중요한가요
그대만 행복하면 돼요
멋있으면 다 오빠 오빠
다 오빠야
웃어요 날 보며 웃어요
좋아요 기분이 좋아요
잘생기면 다 오빠
오빠 오빠야
나이가 뭐 중요한가요
그대만 행복하면 돼요
멋있으면 다 오빠 오빠
다 오빠야",정동원,2022.12.01,"3,902",성인가요/트로트
아지랑이꽃,"고운 님 건넨 아지랑이꽃
내 맘에 앉아 헤실거리네
노란 별 무리 밤하늘에 총총
내게 손짓하듯 반짝반짝 빛나면
따스한 봄 같은 그의 손을 잡고
둥실둥실 구름 위를 떠다니고파
님의 걸음 비추는 등대가 되리
달처럼 그 곁에 있으리
힘이 들고 지치면 내게 기대오
비가 오고 눈이 와도 언제나 지켜주리
고운 님 닮은 아지랑이꽃
내 맘에 가득 나풀거리네
닻이 없는 밤 배 그리움을 싣고
둥실둥실 그 꿈속을 떠다니고파
고운 님 닮은 아지랑이꽃
내 맘에 가득 나풀거리네
닻이 없는 밤 배 그리움을 싣고
둥실둥실 그 꿈속을 떠다니고파
님의 걸음 비추는 등대가 되리
달처럼 그 곁에 있으리
힘이 들고 지치면 내게 기대오
비가 오고 눈이 와도 언제나 지켜주리
고운 님 닮은 아지랑이꽃
내 맘에 가득 나풀거리네
따스한 봄 같은 그의 손을 잡고
둥실둥실 구름 위를 떠다니고파
닻이 없는 밤 배 그리움을 싣고
둥실둥실 그 꿈속을 떠다니고파",정동원,2022.04.25,"7,360",성인가요/트로트
보릿고개,"아야 뛰지마라
배 꺼질라
가슴 시린 보릿고개길
주린 배 잡고
물 한바가지
배 채우시던
그 세월을
어찌 사셨소
초근목피의
그시절 바람결에
지워져 갈 때
어머님 설움
잊고 살았던
한 많은 보릿고개여
풀피리 꺾어 불던
슬픈 곡조는
어머님의 한숨이었소
아야 우지마라
배 꺼질라
가슴 시린 보릿고개길
주린배 잡고
물 한바가지
배 채우시던
그 세월을
어찌 사셨소
초근목피의
그시절 바람결에
지워져 갈때
어머님 설움
잊고 살았던
한 많은 보릿고개여
풀피리 꺾어 불던
슬픈곡조는
어머님의
한숨이었소
풀피리 꺾어 불던
슬픈곡조는
어머님의
통곡이었소",정동원,2020.01.17,"19,592",성인가요/트로트
미운 사내,"순진한 남자의 가슴에다
돌을 던진 여자야
떠나버릴 사람이라면
사랑한다 말은 왜 했나
활짝 핀 꽃처럼 웃던 얼굴이
왠일인지 요즈음 우울해졌네
순진한 내 가슴에
돌을 던진 여자야
미운 여자 미운 여자
얄미운 여자야
미운 여자 미운 여자
얄미운 여자야",송도현,2023.02.10,132,성인가요/트로트
일편단심 민들레야,"님 주신 밤에 씨 뿌렸네
사랑의 물로 꽃을 피웠네
처음 만나 맺은 마음
일편단심 민들레야
그 여름 어인 광풍
그 여름 어인 광풍
낙엽지듯 가시었네
행복했던 장미인생
비 바람에 꺾이니
나는 한 떨기 슬픈 민들레야
긴 세월을 하루 같이
하늘만 쳐다보니
그 이의 목소리는
어디에서 들을까
일편단심 민들레는
일편단심 민들레는
떠나지 않으리라
해가 뜨면 달이 가고
낙엽지니 눈보라치네
기다리고 기다리는
일편단심 민들레야
가시 밭길 산을 넘고
가시 밭길 산을 넘고
강을 건너 찾아왔소
행복했던 장미인생
비 바람에 꺾이니
나는 한 떨기 슬픈 민들레야
긴 세월을 하루 같이
하늘만 쳐다보니
그 이의 목소리는
어디에서 들을까
일편단심 민들레는
일편단심 민들레는
떠나지 않으리라
떠나지 않으리라",임영웅,2020.02.07,"40,051",성인가요/트로트
아담과 이브처럼,"난 그냥 니가 왠지 좋아
이유도 없이 그냥 좋아
난 너를 사랑하고 싶어
사랑에 빠지고 싶어
오렌지 빛 노을 창가에
와인 잔에 입맞춤으로
사랑을 마시고 싶어
사랑을 꿈꾸고 싶어
난 그냥 니가 정말 좋아
이유도 없이 그냥 좋아
난 너를 모두 알고 싶어
벗어버린 아담과 이브처럼
오렌지빛 노을 창가에
와인 잔에 입맞춤으로
사랑을 마시고 싶어
사랑을 꿈꾸고 싶어
난 그냥 니가 정말 좋아
이유도 없이 그냥 좋아
난 너를 모두 알고 싶어
벗어버린 아담과 이브처럼
벗어버린 아담과
이브처럼",김용필,2023.02.10,350,성인가요/트로트
밤열차,"뜨거운 눈물 흘려야 하는 사랑
빈 가슴 부여잡고 차창에 기대어
밤이슬 내리는 창밖을 보며
아쉬움에 자꾸만 뒤돌아보는데
기적소리 울음소리
나를 나를 나를 울리네
이제 가면 못 볼 사랑
보고플 사랑
다시 오면 안 됩니까 말을 해줘요
밤 열차는 미련 없이 떠나가는데
밤 열차는 미련 없이 떠나가는데",안성훈,2023.02.10,133,성인가요/트로트
사랑은 눈물의 씨앗 (2022 Ver.),"사랑이 무어냐고 물으신다면
눈물의 씨앗이라고 말하겠어요
먼 훗날 당신이
나를 버리진 않겠지요
서로가 헤어지면
모두가 괴로워서 울 테니까요
사랑이 무어냐고 물으신다면
눈물의 씨앗이라고 말하겠어요
먼 훗날 당신이
나를 버리진 않겠지요
서로가 헤어지면
모두가 괴로워서 울 테니까요
이별이 무어냐고 물으신다면
눈물의 씨앗이라고 대답할 테요
먼 훗날 당신이
나를 버리진 않겠지요
서로가 헤어지면
모두가 괴로워서 울 테니까요
울 테니까요",정동원,2022.12.01,"3,652",성인가요/트로트
그런 사람 또 없습니다,"천번이고 다시 태어난 데도
그런 사람 또 없을테죠
슬픈 내 삶을 따뜻하게 해준
참 고마운 사람입니다
그런 그댈 위해서 나의 심장 쯤이야
얼마든 아파도 좋은데
사랑이란 그 말은 못해도
먼 곳에서 이렇게
바라만 보아도
모든걸 줄 수 있어서
사랑할 수 있어서
난 슬퍼도 행복 합니다
나 태어나 처음 가슴 떨리는
이런 사랑 또 없을테죠
몰래 감추듯 오랜 기억속에
단 하나의 사랑입니다
그런 그댈 위해서 아픈 눈물쯤이야
얼마든 참을수 있는데
사랑이란 그 말은 못해도
먼 곳에서 이렇게 바라만 보아도
모든 걸 줄 수 있어서
사랑할 수 있어서
난 슬퍼도 행복합니다
아무것도 바라지 않아도
그대 웃어준다면 난 행복할텐데
사랑은 주는거니까 그저 주는거니까
난 슬퍼도 행복합니다",임영웅,2020.08.28,"26,688",성인가요/트로트
주라주라,"입 닫고 지갑 한 번 열어주라
회식을 올 생각은 말아주라
주라주라주라 휴가 좀 주라
마라마라 야근하덜 말아라
낄낄빠빠 가슴에 새겨주라
칼퇴칼퇴칼퇴 집에 좀 가자
아 머리 좋아 대표 아니더냐
주라주라 카드 주라
오늘은 오늘은 소고기로
요미요미요미요미
야근할 생각은 마이소
오늘은 얼마 만에 하는
데이트 날인데
가족이라 하지 마이소
가족 같은 회사
내 가족은 집에 있어요
괜찮다 먼저 가라 말아주라
화장했는데 아프냐고 묻냐
주라주라주라 관심 좀 주라
마라마라 2차 오지 말아주라
간주 중에 멘트하지 말아라
간주점프 간주점프 제발 눌러주라
주라주라 법카 말고 개인카드 샥샥샤
오늘따라 말랐네요 대표 님
주라주라 보너스는 내 통장에 쏴쏴쏴
아 대표님 바지핏이 참 잘 어울려요
야근할 생각은 마이소
오늘은 얼마 만에 하는 데이트 날인데
가족이라 하지 마이소
가족 같은 회사 내 가족은 집에 있어요
가족 같은 회사 내 가족은 집에 있어요",둘째이모 김다비,2020.05.01,"35,551",성인가요/트로트
7번국도,"해 뜨는 정동진에서 바닷길
7번국도 따라 끝이 없는 사랑 길
아프니까 사랑이랬지 잊으려
애를 쓰니 더 보고 싶더라
7번국도 바닷길 따라
끝없는 나의 사랑길
해 뜨는 정동진에서
뜨겁게 사랑도 했지
가다가 멈추어 보니
그때 그 포장마차
사연 많은 술 한 잔
무심한 갈매기 소리
내 마음 끼룩끼룩
보고 싶다 사랑아
해 뜨는 간절곶에서 바닷길
7번국도 따라 끝이 없는 사랑 길
해 뜨는 간절곶에서
뜨겁게 사랑도 했지
가다가 멈추어 보니
그때 그 포장마차
사연 많은 술 한 잔
무심한 갈매기 소리
내 마음 끼룩끼룩
보고 싶다 사랑아
무심한 갈매기 소리
내 마음 끼룩끼룩
보고 싶다 사랑아",장민호,2017.07.14,"6,916",성인가요/트로트
무명배우,"사랑을 하죠
Melo 영화 뜨겁던 그 장면처럼
인생의 마지막 컷이 라도
나는 좋아요
사랑을 했죠
대본도 없이 울던 무명배우처럼
당신을 원망 안해요
사랑은 영화니까
사랑이 사랑을 사랑하면
저 별처럼 빛날까요
아름 다웠던 추억
기억 모두 다 영원히
한방 울 또 한 방울 눈물이
흘러 내리죠
나 슬퍼서 아냐 행복해서 울죠
안아줘요 나를 날 많이 사랑하나요
당신의 품 안에선 나는 주연배우
사랑을 해요
Melo 영화 무명배우로 산대도
당신을 원망 안해요
사랑은 영화니까
사랑이 사랑을 사랑하면
저 별처럼 빛날까요
아름 다웠던 추억
기억 모두 다 영원히
한방 울 또 한 방울 눈물이
흘러 내리죠
나 슬퍼서 아냐 행복해서 울죠
안아줘요 나를 날 많이 사랑하나요
당신의 품 안에선 나는 주연배우
당신의 품 안에선 나는 주연배우",송가인,2019.05.02,"18,877",성인가요/트로트
태클을 걸지마,"지금부터 뛰어
앞만 보고 뛰어

어떻게 살았냐고 묻지를 마라
이리 저리 살았을꺼라
착각도 마라
그래 한때 삶에 무게
견디지 못해
긴 세월 방황 속에
청춘을 묻었다
어허허 어허허
속절 없는 세월
탓해서 무얼해
되돌릴 수 없는 인생인 것을
지금부터 뛰어
앞만 보고 뛰어
내 인생에 태클을 걸지마

지금부터 뛰어
앞만 보고뛰어

어떻게 살았냐고 묻지를 마라
이리 저리 살았을꺼라
착각도 마라
그래 한때 삶에 무게
견디지 못해
긴 세월 방황 속에
청춘을 묻었다
어허허 어허허
속절 없는 세월
탓해서 무얼해
되돌릴 수 없는 인생인 것을
지금부터 뛰어
앞만 보고뛰어
내 인생에 태클을 걸지마
속절 없는 세월
탓해서 무얼해
되돌릴 수 없는 인생인 것을
지금부터 뛰어
앞만 보고뛰어
내 인생에 태클을 걸지마
내 인생에 태클을 걸지마",진성,2005.12.25,"4,831",성인가요/트로트
명자!,"나 어릴 적에 개구졌지만
픽하면 울고 꿈도 많았지
깔깔거리며 놀던 옥희 순이
지금 어디서 어떻게 변했을까
자야자야 명자야
불러샀던 아버지
술심부름에 이골 났었고
자야자야 명자야
찾아샀던 어머니
청소해라 동생 업어줘라
어스름 저녁 북녘하늘 별 하나
눈물 너머로 반짝반짝 거리네
나 어릴 적에 동네사람들
고 놈 예쁘다 소리 들었고
깐죽거리며 못된 철이 훈아
지금 얼마나 멋지게 변했을까
자야자야 명자야
불러샀던 아버지
약심부름에 반 의사됐고
자야자야 명자야
찾아샀던 어머니
팔다리 허리 주물러다 졸고
노을 저편에 뭉게구름 사이로
추억 별들이 반짝반짝 거리네
눈물 너머로 반짝반짝 거리네
자야자야 명자야 무서웠던 아버지
술 깨시면 딴사람 되고
자야자야 명자야 가슴 아픈 어머니
아이고 내 새끼 달래시며 울고
세월은 흘러 모두 세상 떠나시고
저녁별 되어 반짝반짝 거리네
눈물 너머로 반짝반짝 거리네",나훈아,2020.08.20,"2,853",성인가요/트로트
슬픈 인연,"멀어져가는 저 뒷모습을
바라보면서
난 아직도 이 순간을
이별이라 하지 않겠네
달콤했었지 그 수많았던
추억속에서
흠뻑 젖은 두 마음을
우리 어떻게 잊을까
아 다시 올거야
너는 외로움을
견딜수 없어
아 나의 곁으로
다시 돌아올거야
그러나 그 시절에
너를 또 만나서
사랑할 수 있을까
흐르는 그 세월에
나는 또 얼마나
많은 눈물을 흘리려나

달콤했었지 그 수많았던
추억속에서
흠뻑 젖은 두 마음을
우리 어떻게 잊을까
아 다시 올거야
너는 외로움을
견딜수 없어
아 나의 곁으로
다시 돌아올거야
그러나 그 시절에
너를 또 만나서
사랑할 수 있을까
흐르는 그 세월에
나는 또 얼마나
많은 눈물을 흘리려나
그러나 그 시절에
너를 또 만나서
사랑할 수 있을까
흐르는 그 세월에
나는 또 얼마나
많은 눈물을 흘리려나",Nami (나미),2008.05.21,"18,460",성인가요/트로트
송인,"바람에 날리는 저 꽃잎 보며
동그라미 그려보다가
오늘밤 꿈속에 날 찾을까
시린 가슴만 애 태우죠
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오

옷깃에 가려진 저 달빛처럼
기약 없이 기다리다가
밤새워 흐르는 눈물조차
행여 짐 될까 감추었죠
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오
이 마음 전해다오",장윤정,2010.06.08,"3,643",성인가요/트로트
월하가약,"달래도 달래도
가슴이 우는 밤
뉘 어깨에 기대어
저 달을 보시오
내 님이여 내 님이여
어이하여 못오시요
달빛아래 사랑언약
고이 새겨주오
달이뜨네 달이뜨네
달빛아래 사랑언약
저 달도 아시건만
어이해 당신만 모르시나
달래도 달래도
가슴이 우는 밤
뉘 어깨에 기대어
저 달을 보시오
내 님이여 내 님이여
어이하여 못오시요
달빛아래 사랑언약
고이 새겨주오
달이뜨네 달이뜨네
달빛아래 사랑언약
저 달도 아시건만
어이해 당신만 모르시나
아 아 아 아아
어이해 당신만 모르시나",송가인,2022.04.21,"3,141",성인가요/트로트
인생아 고마웠다,"인생아 고마웠다
사람이 나를 떠나도
세상이 나를 속여도
내곁에 있어주어서
인생아 고마웠다
사랑이 나를 떠나도
그것은 내 몫이라고
나에게 말해주어서
인생아 나 부탁을 한다
나 두눈 감는 날에는
잘 살았다고 훌륭했다고
그 말만 해주라
눈물이 많은 삶이여서
고생했다 말해주라
배운게 많은 삶이여서
아름답다 말해주라
인생아 고마웠다
빈몸으로 태어나도
많은걸 채워주고
빈몸으로 보내주어서
인생아 나 부탁을 한다
나 두눈 감는 날에는
잘 살았다고 훌륭했다고
그 말만 해주라
눈물이 많은 삶이여서
고생했다 말해주라
배운게 많은 삶이여서
아름답다 말해주라
인생아 고마웠다
인생아 내 인생아
참 고마웠다 인생아 사랑한다
인생아 사랑한다",조항조,2022.02.23,756,성인가요/트로트
사랑이 좋아,"사랑이 좋아 가슴 아파도
누가 뭐래도 난 당신이 최고야
인생이 힘들어도
세상이 날 속여도
난 당신 밖에 없어요
인생이 나를 울게 한대도
당신이 나를 또 웃게 만드니까
다시 힘을 내야지
다시 일어서야지
이게 바로 인생 아닐까
비바람 몰아쳐도 당신이 있고
길 잃어 헤멜 때도 당신이 있어
나는 알아 나는 알아
당신이 내게 전부라는 걸
돈이 없어도 내겐 당신이 있고
친구들 날 떠나도 당신이 있어
난 알아 나는 알아
당신 없으면 나는 못살아
사랑이 좋아 가슴 아파도
누가 뭐래도 난 당신이 최고야
인생이 힘들어도
세상이 날 속여도
난 당신 밖에 없어요
인생이 나를 울게 한대도
당신이 나를 또 웃게 만드니까
다시 힘을 내야지
다시 일어서야지
이게 바로 인생아닐까
슬플 때 내 곁에는 당신이 있고
기쁠 때 웃을 때도 당신이 있어
난 알아 나는 알아
당신 없으면 나는 못살아
사랑이 좋아 가슴 아파도
누가 뭐래도 난 당신이 최고야
인생이 힘들어도
세상이 날 속여도
난 당신 밖에 없어요
인생이 나를 울게 한대도
당신이 나를 또 웃게 만드니까
다시 힘을 내야지
다시 일어서야지
이게 바로 인생 아닐까",홍진영,2015.11.29,"23,554","성인가요/트로트, 국내드라마"
