제목,가사,가수,발매일,좋아요수,장르
어허라 사랑,"어라 어허라 사랑이 오네
나를 나를 울리려고
사랑이 오네
허락도 없이 떠날 사랑 하나가
웃으면서 오고 있네
달콤하고 변하기 쉬운 입술
불 내놓고 물 뿌려본들
이건 아니야 고개를 돌리려다
그리움만 보고 말았네
어라 어허라 눈물이 된 사랑
노가리 너댓축은 죽어나겠네

어라 어허라 사랑이 가네
나를 나를 울려 놓고
사랑이 가네
만리장성을 쌓던 사랑하나가
혼자 바쁜척 가고 있네

사랑해서 떠난다는 사람아
엎어치나 메어치나
이건 아니야 고개를 돌리려다
그리움만 보고 말았네
어라 어허라 눈물이 된 사랑
노가리 너댓축은 죽어나겠네
노가리 너댓축은 죽어나겠네",주현미,2006.08.23,239,성인가요/트로트
고향 가는길,"고향을 잃고 사는
한 많은 세월을 누가 아는지
타향에서 울고 있는
실향민에 이 마음을
부모님 살아생전 그 모습이 보고픈데
아 이제 내 고향 가고파도 못가 보나
흰 구름아 전해다오
실향민에 이 노래를
고향 찾아 가는 길이
왜 이다지 멀기만 한지
기다리다 지친 눈물로 전하는가
부모님 얼굴한번 그 모습이 보고픈데
아 이제 내 고향 가고파도 못가 보나
흰 구름아 전해다오
실향민에 이 노래를",진성,2001.01.01,11,성인가요/트로트
이별,"어쩌다 생각이 나겠지
냉정한 사람이지만
그렇게 사랑했던 기억을
잊을 수는 없을거야
때로는 보고파 지겠지
둥근 달을 쳐다보면은
그날 밤
그 언약을 생각하면서
지난 날을 후회할거야
산을 넘고
멀리멀리 헤어졌건만
바다 건너
두 마음은 떨어졌지만
어쩌다 생각이 나겠지
냉정한 사람이지만
그렇게 사랑했던 기억을
잊을 수는 없을거야

산을 넘고
멀리멀리 헤어졌건만
바다 건너
두 마음은 떨어졌지만
어쩌다 생각이 나겠지
냉정한 사람이지만
그렇게 사랑했던 기억을
잊을 수는 없을거야
그렇게 사랑했던 기억을
잊을 수는 없을거야",패티김,2008.04.17,222,성인가요/트로트
어매,"어매어매 우리 어매
뭣 할라고 날 낳았던가
날 나거든 잘 나거나
못날나면 못 나거나
살자하니 고생이요
죽자 하니 청춘이라
요놈신세 말이아니네
어매어매 우리 어매
뭣할라고 날 낳았던가
님아 님아 우리 님아
소갈머리 없는님아
거친타향 님이 알제
속만 타면 누가아나
어떤친구 팔자좋아
장가한번 잘도가는데
몹쓸놈의 요네팔자
어매어매 우리 어매
뭣할라고 날 낳았던가
어매어매 우리 어매
뭣 할라고 날 낳았던가",진성,2000.01.01,123,성인가요/트로트
오! 진아!,"오 내사랑 나의 진아
난 항시 널 생각하네
누가 뭐라고 해도
하루가 가면 갈수록
애타는 맘 더해만 가네
아 사랑은 정말
아 묘한 약이네
하 묘한 약이네
음 묘한 것이네
음 그렇지
네가 보고프면
사진을 보며 보며
너에 예쁜 얼굴 종이위에
너에 눈동자 두터운 입술
예쁜 코 못난이로 그려놓고
미소 짓는다
오 내사랑 나의 진아
난 항시 항시 너 만을
사랑하며 살련다
진정 난 너 너뿐이네
누가 뭐라고 해도
하 진아 정말
다정하게 다정하게
세상 끝까지 살아 보자구",박일준,1977.10.15,35,성인가요/트로트
못잊을건 정,"당신을 보내놓고
무거운 발길을
돌아갈 길을 잊어버렸나
안개 속을 걷는다
마음이 아파 와도
잊어야 할까요
돌아올 수 없을까
돌아올 수 없을까
못 잊을 것은 정
당신을 보내놓고
무거운 발길은
돌아갈 길을 잊어버렸나
안개 속을 걷는다
그 모습 그리워도
지워야 할까요
돌아올 수 없을까
돌아올 수 없을까
못 잊을 것은 정",박진석,1994.04.06,38,성인가요/트로트
그대는 나의 인생,"1.나오직 그대를 사랑해 그` 사랑 변하지 마오 우린 비밀이 없어요 꿈과` 사랑을 나누어요 @그대는 나의 인생 인생 아직은 아쉬움도 있지만 그대는 나의 인생 인생 우리는 선택했어요 (윗)나~~~린 모든것 다 주어요 그대 나의 인생이기에 ,,,,,,,,,,2. 봄봄~~~~봄 그~~~에 , 봄~~~봄. (169)",최진희,2005.06.01,39,성인가요/트로트
나 그대에게 모두 드리리,"나 그대에게

드릴 말 있네

오늘 밤 문득

드릴 말 있네

나 그대에게

모두 드리리

터질 것 같은

이 내 사랑을

그댈 위해서라면

나는

못할게 없네

별을 따다가

그대 두손에

가득 드리리

나 그대에게

드릴게 있네

오늘밤 문득

드릴게 있네



그댈 위해서라면

나는

못 할게 없네

별을 따다가

그대 두손에

가득 드리리

나 그대에게

모두 드리리

터질 것 같은

이 내 사랑을",이장희,2009.05.19,188,성인가요/트로트
땡벌,"아 당신은 못믿을 사람
아 당신은 철없는 사람
아무리 달래봐도
어쩔순 없지만
마음 하나는
괜찮은 사람
오늘은 들국화
또 내일은 장미꽃
치근 치근 치근 대다가
잠이들겠지
난 이제 지쳤어요
땡벌(땡벌)
기다리다지쳤어요
땡벌(땡벌)
혼자서는 이 밤이
너무너무추워요--
당신은 못말리는
땡벌(땡벌)
당신은 날 울리는
땡벌(땡벌)
혼자서는 이 밤이
너무너무길어요

아 당신은 야속한 사람
아 당신은 모를 사람
밉다가도 돌아서면
마음에 걸리는
마음 하나는
따뜻한 사람
바람이 맴돌다
또 맴돌다 어딘가
기웃 기웃 기웃 대다가
잠이 들겠지
난 이제 지쳤어요
땡벌(땡벌)
기다리다지쳤어요
땡벌(땡벌)
혼자서는 이 밤이
너무너무추워요--
당신은 못말리는
땡벌(땡벌)
당신은 날 울리는
땡벌(땡벌)
혼자서는 이 밤이
너무너무길어요
당신을 사랑해요
땡벌(땡벌)
당신을 좋아해요
땡벌(땡벌)
밉지만 당신을
너무너무사랑해",강진,1990.01.01,8,성인가요/트로트
못잊을 당신,"생각하면 그 얼마나
꿈 같은 옛날인가
그 세월 잃어버린
서러운 가슴
사랑하기 때문에
그리워하면서도
입술을 깨물며
당신 곁에 가지 못 하오

옛 추억에 하루 해는
오늘도 저 물건만
그 세월 잃어버린
사무친 가슴
장미 꽃은 시들어도
사랑은 별도와 같이
영원히 비춰도
당신 곁에 가지 못 하오",이미자,2009.08.03,75,성인가요/트로트
돌려줄수 없나요,"왜 이렇게 생각날까
떠난 줄을 알면서도
사랑했던 이 마음을
돌려 줄 수 없나요
처음 만난 그날처럼
당신의 고운 얼굴이
날이면 날마다
꽃처럼 피어나서
아 오늘도 눈동자에 이슬이 맺혀지네

왜 이렇게 생각날까
떠난 줄을 알면서도
사랑했던 이 마음을
돌려 줄 수 없나요
처음 만난 그날처럼
당신의 고운 얼굴이
날이면 날마다 꽃처럼 피어나서
아 오늘도 눈동자에 이슬이 맺혀지네",조경수,1995.01.01,295,성인가요/트로트
언젠가 때가오면,"늦가을 오후 같은 쓸쓸한 분위기로
장미꽃 향기를 풍기는 그녀
먼발치에서 바라만보아도
왠지 모르게 내 가슴이 떨려요
어디서 살까 이름은 무얼까
우유빛 살결에 그 맑은 눈동자
거짓말처럼 나를 불러준다면
난 내인생을 걸겠어요
언젠가 때가오면
내 모든걸 주겠어요
언젠가 때가오면
늦가을 오후 같은 쓸쓸한 분위기로
장미꽃 향기를 풍기는 그녀
먼발치에서 바라만보아도
왠지 모르게 내 가슴이 떨려요
어디서 살까 이름은 무얼까
우유빛 살결에 그 맑은 눈동자
거짓말처럼 나를 불러준다면
난 내인생을 걸겠어요
언젠가 때가오면
내 모든걸 주겠어요
언젠가 때가오면
언젠가 때가오면",박혜성,1987.01.01,129,성인가요/트로트
안돼요 안돼,"무슨말을 해야만이
내게로 오시렵니까
아무말을 하지 않는
이내맘을 모르시나요
이렇다 할 말도 없이
떠나려만 하신답니까
이가슴에 새긴정을
그대 어찌 모르십니까
안돼요 안돼 그리는 못합니다
울면서 애원했건만
스쳐간 세월이 나를 울리면
이 몸 홀로 어이 합니까
그리워도 보고파도
만날수는 없는 겁니까
마음주고 떠나시니
이 내몸은 어이 하나요
이렇다할 말도 없이
떠나려만 하신답니까
이가슴에 새긴정을
그대 어찌 모르십니까
안돼요 안돼 그리는 못합니다
울면서 애원했건만
스쳐가는 세월이 나를 울리면
이몸 홀로 어이 합니까",김상배,2009.12.15,187,성인가요/트로트
흔들린 사랑,"서로 다른 생각을 갖고
빈 가슴 안고 사느니
차라리 돌아서서
다시 한번 마주보자
그래도 우리 가슴이
뜨거워 지지 않으면
바람처럼 도시의 밤을
서성이며 살다보면
같이 산다는 것이
아름답다는 것을
눈물 속에서 보게 되리라

바보나 우는 것이야
혼자라 생각하지마
헤어져 사는 것도
사랑은 사랑이야
못 본다 생각하면
나 또한 가슴 아픈일
우리는 더 외로운 듯
서로를 갈망하지
미워하며 사느니
미워하며 사느니
그리워 하며 살리라
미워하며 사느니
미워하며 사느니
그리워 하며 살리라",조항조,2005.02.01,83,성인가요/트로트
무정부르스,"이제는 애원해도 소용 없겠지
변해버린 당신 이 기에
내곁에 있어 달라 말도 못하고
떠나야할 이 마음
추억같은 불빛들이 흐느껴우는 이 밤에
상처만 남 겨 두고 떠나 갈 길을
무엇하러 왔는가

- 간주중 -

자꾸만 바라보며 미워 지겠지
믿어왔던 당신 이 기에
쏟아져 흐른눈물 가슴에 안고
돌아서는 이 발길
사랑했던 기억 들이 갈길을 막아 서 지만
추억이 아 름 답게 남아 있 을때
미련없이 가 야지
미련없이 가 야지",위일청,2010.08.25,206,성인가요/트로트
아리아리아라리요,"서산언덕에 올라보니
하늘저편구름 둥실떠가네
기다리는님 소식올까 애타는마음
아리아리 아라리요 아리랑고개
멀리떠난내님 넘던저고개
그언제나 돌아오려나 보고픈마음
헤야헤야 구름아 흘러흘러
이내 그리는맘 전해줄텐가
저하늘에 조각달도 내맘아는듯
쓸쓸하게 한가닥빛 뿌려주는데
외로운 이밤 지샐길없어 애타는마음
<간주>
헤야헤야 구름아 흘러흘러
이내 그리는맘 전해줄텐가
저하늘에 조각달도 내맘아는듯
쓸쓸하게 한가닥빛 뿌려주는데
외로운 이밤 지샐길없어 애타는마음
애타는마음 ~ 애타는마음~
아리아리 아라리요 - 김태곤",김태곤,1990.01.01,91,성인가요/트로트
울고넘는 박달재,"천둥산 박달재를 울고넘는 우리임아
물항라 저고리가 궂은비에 젖는구려
왕거미 집을 짓는 고개마다 구비마다
울었오 소리쳤오 이 가슴이 터지도록
부엉이 우는 산골 나를 두고 가는 임아
둘아올 기약이나 성황님께 빌고가소
도토리 묵을 싸서 허리춤에 달아주며
한사코 우는구나 박달재의 금봉이야",김연자,2011.05.03,76,성인가요/트로트
꽃피고 새울면,"꽃피면 오신다더니
새울면 오신다더니
믿었던내가 너무
어리석었다
내가너무 순진했어다
사랑이 이순간에도
내 가슴에 내 가슴에
영원을 맹세하는데
꽃만 피냐 새만 또우네
그래도 나는 기다릴거야
당신너무 사랑하니까
꽃피면 오신다더니
새울면 오신다더니
속었던 내가 너무
어리석었다
내가너무 바보였었다
사랑이 이순간에도
내 가슴에 내 가슴에
영원을 맹세하는데
꽃만 피냐 새만 또우네
그래도 나는 사랑할거야
당신 너무 좋아하니까
그래도 나는 사랑할거야
당신 너무 좋아하니까",윤호만,2011.08.30,241,성인가요/트로트
섬마을 선생님,"해당화 피고 지는
섬마을에 철새 따라
찾아온 총각 선생님
열아홉 살 섬 색시가
순정을 바쳐 사랑한
그 이름은 총각 선생님
서울엘랑 가지를 마오
가지를 마오
구름도 쫓겨 가는
섬마을에 무엇하러 왔는가
총각 선생님 그리움이
별처럼 쌓이는 바닷가에
시름을 달래보는
총각 선생님
서울엘랑 가지를 마오
떠나지 마오",이미자,2012.01.13,329,성인가요/트로트
흑산도 아가씨,"남몰래 서러운 세월은 가고
물결은 천 번 만 번 밀려오는데
못견디게 그리운
아득한 저 육지를 바라보다
검게 타버린 검게 타버린
흑산도 아가씨
한없이 외로운 달빛을 안고
흘러온 나그넨가 귀양살인가
애타도록 보고픈
머나먼 그 서울을 그리다가
검게 타버린 검게 타버린
흑산도 아가씨",이미자,2012.01.13,23,성인가요/트로트
외나무 다리,"복사꽃 능금꽃이 피는 내 고향
만나면 즐거웠던 외나무 다리
그리운 내 사랑아 지금은 어디
새파란 가슴 속에 간직한 꿈을
못 잊을 세월 속에 띄워 보내리
어여쁜 눈썹달이 뜨는 내 고향
둘이서 속삭이던 외나무 다리
헤어진 그날 밤아 추억은 어디
싸늘한 별빛 속에 숨은 그 님을
괴로운 세월 속에 어이 잊으리",나훈아,1991.06.01,64,성인가요/트로트
정정정,"정 정 정 주고 가네
정 주고 간 사람
정 정 정말로 미워 정말 미워라
나는 나는 어떡해 나는 어떡해
당신만을 사랑했는데
사랑이란 다 그런 거 생각 말자 해도
가슴속에 맺혀 있는 니 눈물을
어떡해
그래 그래 그래도 잊을 수 없는
당신만을 사랑합니다
정 정 정 주고 가네 정 주고 간 사람
정 정 정말로 미워 정말 미워라
나는 나는 어떡해 나는 어떡해
당신만을 사랑했는데
사랑이란 다 그런 것
한 잔 술에 웃지만
내 눈 속에 비가 되어
흐른 눈물 어떡해
잊어 잊어 잊으려 잊으려 했지만
당신만을 사랑합니다
정 정 정 주고 가네 정 주고 간 사람
정 정 정말로 미워 정말 미워라
나는 나는 어떡해 나는 어떡해
당신만을 사랑했는데
사랑보다 더 깊은 게 정이라고
하지만
상처 주고 떠난 당신 내 가슴
멍들어도
그래 그래 그래도 잊을 수 없는
당신만을 사랑합니다
당신만을 사랑합니다",한영주,2012.11.16,141,성인가요/트로트
당신은 어디있나요,"그래요 말을 해봐요
나는 알고 있어요
어젯밤에 그 맹세가
무엇을 말하는지
그래요 떠나갈게요
당신이 원하신다면
한번 가면 그 뿐이에요
이대로 떠나겠어요
아아 내가 외로울 땐
날 위로해 주던
아 그런 당신은
당신은 어디 있나요
마음대로 왔다가 마음대로
그렇게 그렇게 가시나요
말해봐요 말해봐요
사랑이 죄인가요
그래요 말을 해봐요
나는 알고 있어요
어젯밤에 그 맹세가
무엇을 말하는지
그래요 떠나갈게요
당신이 원하신다면
한번 가면 그 뿐이에요
이대로 떠나겠어요
아아 내가 외로울 땐
날 위로해 주던
아 그런 당신은
당신은 어디 있나요
마음대로 왔다가 마음대로
그렇게 그렇게 가시나요
말해봐요 말해봐요
사랑이 죄인가요
마음대로 왔다가 마음대로
그렇게 그렇게 가시나요
말해봐요 말해봐요
사랑이 죄인가요",신유,2012.11.19,79,성인가요/트로트
미운 사랑 (MR),"남몰래 기다리다가
가슴만 태우는 사랑
어제는 기다림에
오늘은 외로움
그리움에 적셔진 긴 세월
이렇게 살라고 인연을 맺었나
차라리 저 멀리 둘 걸
미워졌다고 갈 수 있나요
행여나 찾아 올까봐
가슴이 사랑을 잊지 못해
이별로 끝난다해도
그 끈을 놓을 순 없어
너와 난 운명인 거야
이렇게 살라고 인연을 맺었나
차라리 저 멀리 둘 걸
미워졌다고 갈 수 있나요
행여나 찾아 올까봐
가슴이 사랑을 잊지 못해
이별로 끝난다해도
그 끈을 놓을 순 없어
너와 난 운명인 거야
그 끈을 놓을 순 없어
너와 난 운명인 거야",진미령,2012.11.06,217,성인가요/트로트
칠갑산,"콩밭 매는 아낙네야 베적삼이
흠뻑 젖는다
무슨 설움 그리 많아 포기마다
눈물 심누나
홀어머니 두고 시집가던
날 칠갑산 산마루에
울어주던 산새 소리만 어린 가슴
속을 태웠소
콩밭 매는 아낙네야 베적삼이
흠뻑 젖는다
무슨 설움 그리 많아 포기마다
눈물 심누나
홀어머니 두고 시집가던
날 칠갑산 산마루에
울어주던 산새 소리만 어린 가슴
속을 태웠소",김용임,2010.05.01,43,성인가요/트로트
입이 귀에 걸렸어,"입이 귀에 걸렸어
입이 귀에 걸렸어
오빤 나의 로망 몰라
몰라 몰라요
입이 귀에 걸렸어
하늘 아래 내 짝을 찾았어
찾았어 찾았어
둘도 없는 내 님을 만났어
만났어 만났어
입술이 파르르 어머 어머
온몸이 찌르르
말도 마요 마요 마요
어찌나 좋은지 내 가슴이 넘 떨려
어찌나 멋진지
눈부셔 바라볼 수 없어
입이 귀에 걸렸어
입이 귀에 걸렸어
오빤 내 스타일 좋아
좋아 좋아요
입이 귀에 걸렸어
입이 귀에 걸렸어
입이 귀에 걸렸어
오빤 나의 로망 몰라
몰라 몰라요
입이 귀에 걸렸어
레츠고 베이비 컴 온
베이비 컴 온 베이비 컴 온
원 투 쓰리 포 파이브
입이 귀에 걸렸어
어찌나 좋은지 내 가슴이 뻥 뚫려
어찌나 멋진지
눈부셔 마주 볼 수 없어
입이 귀에 걸렸어
입이 귀에 걸렸어
오빤 내 스타일 좋아
좋아 좋아요
입이 귀에 걸렸어
입이 귀에 걸렸어
입이 귀에 걸렸어
오빤 나의 로망 몰라
몰라 몰라요
입이 귀에 걸렸어
입이 귀에 걸렸어
입이 귀에 걸렸어
오빤 내 스타일 좋아
좋아 좋아요
입이 귀에 걸렸어
레츠고 베이비 컴 온
베이비 컴 온 베이비 컴 온
원 투 쓰리 포 파이브
입이 귀에 걸렸어",팡팡걸스,2013.07.22,284,성인가요/트로트
내 나이가 어때서,"야 야 야 내 나이가 어때서
사랑에 나이가 있나요
마음은 하나요
느낌도 하나요
그대만이 정말 내 사랑인데
눈물이 나네요
내 나이가 어때서
사랑하기 딱 좋은 나인데
어느 날 우연히 거울 속에 비춰진
내 모습을 바라보면서
세월아 비켜라
내 나이가 어때서
사랑하기 딱 좋은 나인데
야 야 야 내 나이가 어때서
사랑에 나이가 있나요
마음은 하나요
느낌도 하나요
그대만이 정말 내 사랑인데
눈물이 나네요
내 나이가 어때서
사랑하기 딱 좋은 나인데
어느 날 우연히 거울 속에 비춰진
내 모습을 바라보면서
세월아 비켜라
내 나이가 어때서
사랑하기 딱 좋은 나인데
사랑하기 딱 좋은 나인데",오승근,2013.12.12,364,성인가요/트로트
먼 훗날에,"잊으려 잊으려 해도
잊을 수 없는 그 얼굴
지우려 지우려 해도
지울 수 없는 그 이름
이별을 아쉬워하며
나의 품에 안겨 고개 숙인 너
가슴속 깊이 간직한 네게
하고 싶었던 그 한마디 남겨둔 채
돌아서는 슬픈 내 모습 뒤로
울먹이는 너를 느끼며
먼 훗날에 너를 다시 만나면
사랑했다 말을 할거야
때로는 외로움 속에
때로는 아쉬움 속에
세월이 흐른 어느 날
난 홀로 울고 말았지
이별을 아쉬워하며
나의 품에 안겨 흐느끼는 너
마음속 깊이 간직한 네게
하고 싶었던 그 한마디 말 못하고
돌아서는 슬픈 내 모습 뒤로
울먹이는 너를 느끼며
먼 훗날에 너를 다시 만나면
사랑했다 말을 할거야
돌아서는 슬픈 내 모습 뒤로
울먹이는 너를 느끼며
너는 나의 마음 알고 있을까
너를 진정 사랑했다고
워워 워워워 워워워 워워워워워
먼 훗날에 너를 다시 만나며
사랑했다 말을 할거야",박정운,2014.02.12,71,성인가요/트로트
제비,"정답던 얘기 가슴에 가득하고
푸르른 저 별빛도 외로워라
사랑했기에 멀리 떠난 님을
언제나 모습 꿈속에 있네
먹구름 울고 찬서리 친다해도
바람따라 제비 돌아오는 날
고운 눈망울 깊이 간직한 채
당신의 마음 품으렵니다
아 아 그리워라 잊지못할 내 님이여
나 지금 어디 방황하고 있나
어둠 뚫고 흘러내린 눈물도
기다림 속에 잠들어 있네
바람따라 제비 돌아오는 날
당신의 마음 품으렵니다
어둠 뚫고 흘러내린 눈물도
기다림 속에 잠들어 있네
바람따라 제비 돌아오는 날
당신의 마음 품으렵니다",조영남,2014.04.08,58,성인가요/트로트
여자여자여자,"아픔을 달래는 여자
고개 숙여 우는 그 여자
이 세상에 약한 것이
여자 여자 여자
당신 내 마음 몰라요
내 진정 당신의 사랑이
얼마나 필요한지 몰라요
때로는 당신의 마음을
아프게도 하지만
그래도 오로지
나만의 남자 남자 남자
행복을 꿈꾸는 여자
사랑을 기다리는 여자
그런 여자 여자 여자
고독을 달래는 여자
세월 속에 지친 그 여자
이 세상에 약한 것이
여자 여자 여자
당신 내 마음 몰라요
내 진정 당신의 사랑이
얼마나 소중한지 몰라요
때로는 당신의 마음을
이해할 순 없지만
그대도 소중한
나만의 남자 남자 남자
행복을 꿈꾸는 여자
사랑을 기다리는 여자
그런 여자 여자 여자
그런 여자 여자 여자",설운도,2014.09.15,347,성인가요/트로트
원점,"사랑했던 그 사람을
말없이 돌려보내고
원점으로 돌아서는
이 마음 그대는 몰라
수많은 사연들을
네온불에 묻어놓고
무작정 사랑을
사랑을 넘어버린
나는 나는 정말 바보야
눈물 속에 피는 꽃이
여자란 그 말 때문에
내 모든 걸 외면한 채
당신을 사랑했어요
수많은 사연들을
네온불에 묻어놓고
무작정 가슴을
가슴을 열어버린
나는 나는 정말 바보야",설운도,2014.09.15,81,성인가요/트로트
황홀한 고백,"네온이 불타는 거리
가로등 불빛 아래서
그 언젠가 만났던 너와 나
지금은 무엇을 할까
생각에 잠기면
하염없이 그날이 그리워지네
불타는 눈동자
목마른 그 입술
별들도 잠이 들고
이대로 영원히
너만을 사랑해
황홀한 그 한마디
지금도 늦지 않았어
내 곁에 돌아온다면
나는 너를 영원히 사랑할거야
네온이 불타는 거리
가로등 불빛 아래서
기약없이 헤어진 너와 나
지금은 어디 있을까
추억에 잠기면
하염없이 그날이 그리워지네
불타는 눈동자
목마른 그 입술
별들도 잠이 들고
이대로 영원히
너만을 사랑해
황홀한 그 한마디
지금도 늦지 않았어
내 곁에 돌아온다면
나는 너를 영원히 사랑할거야
나는 너를 영원히 사랑할거야
나는 너를 영원히 사랑할거야",윤수일,2014.12.12,176,성인가요/트로트
아리랑 목동,"꽃 가지 꺾어 들고
소 멕이는 아가씨야
아주까리 동백꽃이
제 아무리 고와도
몽매간에 생각삿자
내 사랑만 하오리까
아리아리 동동
쓰리쓰리 동동
아리랑 콧 노래를 들려나 주소
남치마 걷어 안고
나물 캐는 아가씨야
조롱조롱 달랑개가
제 아무리 귀여워도
야월삼경 손을 비는
내 정성만 하오리까
아리아리 동동
쓰리쓰리 동동
아리랑 쌍피리나 들려나 주소
꽃가지 꺾어 들고
소 멕이는 아가씨야
아주까리 동백꽃이
제 아무리 고와도
몽매간에 생각삿자
내 사랑만 하오리까
아리아리 동동
쓰리쓰리 동동
아리랑 콧 노래를 들려나 주소
아리랑 콧 노래를 들려나 주소",하춘화,2014.12.23,69,성인가요/트로트
24시(時),"자나깨나 오직 한마음
당신밖에 모르는 여자
당신께 안겨 꿈꾸며
살고 싶은 이 마음
오늘밤도 들려온다
룻뚜루 룻뚜루 뿜뿜뿜
하염없이 들려온다
룻뚜루 룻뚜루 뿜뿜뿜
나를 부르는 그대 목소리
룻뚜루 룻뚜 리리리리 이내 가슴을
흔드는 바로 그 사람
온 세상이 변한다 해도
당신 밖에 모르는 여자
이십시사간 당신과 함께
살고 싶은 이 마음
오늘밤도 들려온다
룻뚜루 룻뚜루 뿜뿜뿜
하염없이 들려온다
룻뚜루 룻뚜루 뿜뿜뿜
나를 부르는 그대 목소리
룻뚜루 룻뚜 리리리리 이내 가슴에
꽃비를 내린 그 사람
오늘밤도 들려온다
룻뚜루 룻뚜루 뿜뿜뿜
하염없이 들려온다
룻뚜루 룻뚜루 뿜뿜뿜
나를 부르는 그대 목소리
룻뚜루 룻뚜 리리리리 이내 가슴을
흔드는 바로 그 사람",배아현,2015.12.01,201,성인가요/트로트
거울아,"거울아 거울아 거울아
해가 떠도 사랑 달이 떠도 사랑
사랑이 최고 최고
돈보다도 좋아 꽃보다도 좋아
사랑이 최고 최고
드라마만 봐도 울렁울렁대는
가녀린 여자예요
보고 싶은 사람 볼 수 없는 사람
내 사랑 누굴까요
거울아 거울아 한 번 보여줘
내 반쪽이 어디 있는지
거울아 거울아 한 번 보여줘
내 반쪽이 보고 싶어 보여줘
거울아
거울아 거울아 거울아
해가 떠도 사랑 달이 떠도 사랑
사랑이 최고 최고
돈보다도 좋아 꽃보다도 좋아
사랑이 최고 최고
드라마만 봐도 울렁울렁대는
가녀린 여자예요
보고 싶은 사람 볼 수 없는 사람
내 사랑 누굴까요
거울아 거울아 한 번 보여줘
내 반쪽이 어디 있는지
거울아 거울아 한 번 보여줘
내 반쪽이 보고 싶어 보여줘
거울아
거울아 거울아 거울아
거울아
거울아 거울아 거울아",한영,2016.01.13,444,성인가요/트로트
무슨 사랑,"다 거짓말이야
모두 다 거짓말이야
여린 내 가슴에
여린 내 가슴에
속삭이던 말도
속삭이던 말도
모두 다 거짓말이야
내 가슴에 아픈 상처
주고 갈 거면서
저만 혼자 달아 날 거면서
사랑은 무슨 사랑
철없던 불장난
사랑한다 했니
사랑한다 했니
영원하자 했니
영원하자 했니
이 나쁜 거짓쟁이야
다 거짓말이야
모두 다 거짓말이야
손가락 걸었던
손가락 걸었던
그때 그 맹세도
그때 그 맹세도
모두 다 거짓말이야
내 가슴에 깊은
멍을 남겨 놀 거면서
저만 혼자 도망 갈 거면서
사랑은 무슨 사랑
엉터리 풋 사랑
다신 못 만나니
다신 못 만나니
영영 이별이니
영영 이별이니
이 몹쓸 거짓쟁이야
내 가슴에 아픈 상처
주고 갈 거면서
저만 혼자 달아 날 거면서
사랑은 무슨 사랑
철없던 불장난
사랑한다 했니
사랑한다 했니
영원하자 했니
영원하자 했니
이 나쁜 거짓쟁이야",유지나,2016.11.19,187,성인가요/트로트
보내는 마음,"무엇인가 한마디 남기고
웃으면서 가세요
너무 그렇게 슬픈 얼굴
짓지는 말아줘요
때로는 잊어볼까
생각도 하게 되겠지만
보내는 내 마음은
더욱 더 아프답니다
언제 다시 온다고 약속은
안해줘도 좋아요
그냥 그렇게 잊지말고
웃으면서 가세요
때로는 잊어볼까
생각도 하게 되겠지만
보내는 내 마음은
더욱 더 아프답니다
언제 다시 온다고 약속은
않해줘도 좋아요
그냥 그렇게 잊지말고
웃으면서 가세요
웃으면서 가세요",정윤선,1980.08.29,51,성인가요/트로트
바람개비,"언제나 늘 같은 자리에
제자리만 빙빙 도는 너
다가서려하면 뱅그르 돌아가는
바람개비 같은 사람아
바람불 때마다 널 그리며 산다
나 또한 이 자리에서
작은 바람에도 눈물 흘린다
바람개비 너를 보면서
사랑의 바람을 벗어나지 못하고
제 자리만 빙빙 도는 나
바람개비 같아서 바람개비 같아서
바람 불면 돌아간단다
빙빙 돌아가는 바람개비야
너는 내 맘 알고 있겠지
돌고 돌아가는 바람개비야
너는 내 맘 알고 있겠지
언제나 늘 같은 자리에
제자리만 빙빙 도는 너
다가서려하면 뱅그르 돌아가는
바람개비 같은 사람아
바람 불 때마다 널 그리며 산다
나 또한 이 자리에서
작은 바람에도 눈물 흘린다
바람개비 너를 보면서
사랑의 바람을 벗어나지 못하고
제 자리만 빙빙 도는 나
바람개비 같아서 바람개비 같아서
바람 불면 돌아간단다
빙빙 돌아가는 바람개비야
너는 내 맘 알고 있겠지
돌고 돌아가는 바람개비야
너는 내 맘 알고 있겠지
너는 내 맘 알고 있겠지",정일송,2017.04.11,256,성인가요/트로트
그리워라 Dance,"흩어진 시든 꽃잎이
바람을 기다리듯이
지나간 추억 되새기며
세월 위를 걷지만
마음속 어떤 한 사람
눈물로 남은 기억들
사랑이 머문 그 자리는
지울 수가 없는데
그리워라 그리워라
그 사람이 난 보고 싶어서
쓸쓸한 바람 불어오면
그대가 그리워
마음속 어떤 한 사람
눈물로 남은 기억들
사랑이 머문 그 자리는
지울 수가 없는데
그리워라 그리워라
그 사람이 난 보고 싶어서
쓸쓸한 바람 불어오면
그대가 그리워
그리워라 그리워라
그 사람이 난 보고 싶어서
쓸쓸한 바람 불어오면
그대가 그리워
그리워라",한혜진,2017.04.19,120,성인가요/트로트
